t1Dragons,t2Dragons,t1Rift,t2Rift,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,topGoldDiff,jugGoldDiff,midGoldDiff,adcGoldDiff,supGoldDiff,gameLength,winningTeam,t1Top,t1Jug,t1Mid,t1Adc,t1Sup,t2Top,t2Jug,t2Mid,t2Adc,t2Sup
1,0,1,0,0,0,0,0,0,0,-342,-163,-1003,1631,-859,1955,200,Trundle,Udyr,Irelia,KogMaw,Lulu,Nasus,LeeSin,Taliyah,Kaisa,Karma
0,1,0,1,0,4,0,0,0,0,201,-2699,-1418,773,1022,1212,200,TahmKench,MasterYi,Teemo,Ezreal,Brand,Zac,Amumu,Ryze,Jhin,Lux
0,2,1,0,0,0,0,0,0,0,1474,-1613,-28,-618,894,2141,200,Gangplank,Kayn,Leblanc,Shaco,Maokai,Garen,Hecarim,Yone,Caitlyn,Yuumi
1,0,0,1,0,0,0,0,0,0,-578,1091,767,-691,-322,2088,200,Yorick,Kayn,Xerath,Vayne,Galio,Garen,Viego,Anivia,Pantheon,Brand
0,0,0,1,0,0,0,1,0,0,2433,809,987,-1712,-2413,1774,100,Garen,Poppy,Annie,Jinx,Sona,Trundle,Shaco,Sylas,Jhin,Lux
0,0,1,0,0,0,0,0,0,0,-1759,482,143,-154,-424,2033,200,Urgot,Trundle,Akali,Vayne,Janna,Teemo,Graves,Yone,Jhin,Velkoz
2,0,0,1,1,1,0,0,0,0,-3060,-1812,-2257,38,-620,1756,200,Garen,Jax,Kaisa,Zeri,Morgana,Gangplank,Shaco,Fizz,Jhin,Nautilus
1,0,1,0,0,0,0,0,1,0,-1708,4725,1451,97,856,1809,100,Sett,Viego,Lux,Jinx,Zilean,Talon,Ekko,Cassiopeia,Twitch,Janna
1,0,1,0,0,0,0,0,1,0,23,807,2053,1014,1435,2074,100,Rumble,Nunu,Ahri,Ezreal,Lux,Jax,Rammus,Katarina,Samira,Leona
1,0,1,0,0,2,0,1,0,0,1985,-3089,-1253,-816,-504,1587,200,Darius,Kayn,Katarina,Jhin,Thresh,Tryndamere,Khazix,Malzahar,Caitlyn,Lux
0,2,1,0,0,0,0,0,1,0,34,1210,1822,427,-290,1586,100,Fiora,Volibear,Kassadin,Jhin,Soraka,Graves,Sejuani,Azir,Kaisa,Velkoz
0,1,0,0,0,0,0,0,0,0,-797,699,1553,-1411,-999,1925,100,Ornn,Diana,Zed,Jinx,Renata,Darius,Gragas,Akshan,Caitlyn,Senna
1,1,0,1,0,1,0,0,0,0,-1080,-1668,-1440,544,-1085,1952,200,Nasus,Nocturne,Akali,Lucian,Karma,Gnar,Kayn,Fizz,Zeri,KogMaw
0,1,1,0,0,0,1,0,0,0,771,-1167,1136,-2525,-751,1594,200,Jax,Hecarim,Annie,Jhin,Brand,Shen,Zac,TwistedFate,Tristana,Lux
0,2,0,1,2,1,0,0,0,0,-1083,-2504,-2310,961,41,1534,200,Kayle,Amumu,Corki,Lucian,Yuumi,Jax,RekSai,Ahri,Jinx,Leona
1,0,1,0,0,0,0,1,0,0,927,3536,-292,-1177,613,1555,100,Malphite,Evelynn,Pyke,Ezreal,Lulu,Pantheon,FiddleSticks,Cassiopeia,Vayne,Thresh
0,0,1,0,0,0,0,0,0,0,405,903,-540,-2418,-1213,1606,200,Tryndamere,Kayn,Ahri,Kaisa,Nami,Aatrox,Graves,Lux,Samira,Soraka
1,1,0,1,1,1,0,0,0,0,-2517,-3139,-1830,-1442,-1630,1388,200,Darius,Viego,Galio,Jinx,Nautilus,Volibear,Warwick,Lux,Kaisa,Swain
1,1,0,1,0,0,0,0,0,0,-1675,-954,-61,128,499,1447,200,Elise,Hecarim,Corki,Varus,Lux,Kayle,Skarner,Tristana,Aphelios,Morgana
1,0,0,1,1,1,0,0,0,0,-2054,-3936,-1983,-1000,-1023,1210,200,Yorick,Viego,Yone,Vayne,Thresh,Mordekaiser,Warwick,Kaisa,Swain,Alistar
2,0,0,1,0,0,0,1,0,0,3359,252,309,488,-159,1789,100,Aatrox,Zac,Viktor,Twitch,Rakan,Teemo,Kayn,Ekko,Jhin,Karma
0,0,0,0,0,0,0,0,0,0,-2190,1543,208,124,234,1714,200,Aatrox,Viego,TwistedFate,Caitlyn,Zyra,Renekton,Nunu,Diana,Tristana,Morgana
1,1,0,1,1,0,0,0,0,0,-286,1409,-2452,497,-20,1358,100,Maokai,Ekko,Lux,Ezreal,Soraka,Jayce,Graves,Akshan,Caitlyn,Morgana
1,1,1,0,0,0,0,1,0,1,695,657,-973,1979,2183,1587,100,Chogath,Graves,Zed,Ezreal,Teemo,Shen,Nocturne,Zoe,Ashe,Morgana
1,0,1,0,0,0,0,1,0,1,1071,2846,-281,3385,1931,1841,100,Teemo,Rengar,Zed,Ezreal,Lux,Kennen,Kayn,Akali,Jinx,Thresh
1,0,1,0,0,0,0,0,1,1,2516,2511,2054,1298,1867,1081,100,Kayn,Shaco,Rumble,Jinx,Lulu,Sion,Hecarim,Neeko,Twitch,Xerath
1,0,0,1,0,0,0,1,0,0,4054,2082,-977,677,880,1309,100,Teemo,Graves,Kaisa,Tristana,Pyke,Aatrox,Warwick,Akali,Jinx,Leona
0,2,0,1,2,1,1,0,0,0,-3894,-2736,-140,506,-1222,1478,200,TwistedFate,Hecarim,Katarina,Ziggs,Nami,Graves,Diana,Yone,Aphelios,Pyke
1,1,0,1,1,0,0,0,0,0,-2659,-764,963,-1171,-518,2693,100,Volibear,Lillia,Pyke,Vayne,Bard,Akali,Kayn,Syndra,Ashe,Thresh
0,1,0,1,1,1,1,0,0,0,-1933,-490,-310,-2767,-1156,1497,200,Jayce,Graves,Heimerdinger,Jhin,Renata,Irelia,Kayn,Vex,Jinx,Blitzcrank
0,2,1,0,0,0,0,0,0,0,-943,414,-2329,1256,332,2032,200,Graves,Nocturne,Ahri,Jhin,Lulu,Mordekaiser,Vi,Yasuo,Ashe,Renata
1,0,0,0,0,0,0,0,0,0,477,-270,-194,-2,160,1741,200,Yasuo,Diana,Tryndamere,Varus,Pantheon,Nasus,Jax,Viktor,Zeri,Morgana
1,0,0,0,1,0,0,0,0,0,-1037,841,-2009,1724,-618,2728,100,Garen,LeeSin,Xerath,Jinx,Nautilus,Tryndamere,MasterYi,Akali,Twitch,Vex
0,1,0,0,0,0,1,1,0,0,2931,-306,-307,-2513,-717,1625,200,Jax,Olaf,Lux,Zeri,Yuumi,Garen,Ekko,Anivia,Samira,Pyke
1,0,1,0,0,0,0,0,0,0,864,-56,-579,-1806,-246,2181,100,Vayne,Nocturne,Viktor,Sivir,Zyra,Sett,Ekko,Ahri,Caitlyn,Morgana
0,1,0,1,0,0,0,0,0,0,2306,-457,-1488,-1316,-893,2154,200,Garen,Shaco,Quinn,Lucian,Karma,Riven,Diana,Akshan,Jhin,Sona
0,2,0,0,0,0,0,0,0,0,-265,-703,-334,590,201,2174,100,Mordekaiser,Amumu,Akshan,Jhin,Blitzcrank,Gwen,Ivern,Yone,Samira,Lux
0,1,0,1,1,0,0,0,0,0,-2240,84,-1498,355,-1453,2860,200,TahmKench,Karthus,Viktor,Sivir,Soraka,Yorick,Zed,Akshan,Velkoz,Zoe
0,1,1,0,0,0,0,1,0,0,423,699,284,-704,-1047,1686,200,Mordekaiser,Shaco,Yone,Jhin,Zilean,Trundle,Khazix,Anivia,Kaisa,Sona
1,1,0,1,1,0,0,0,0,0,-3703,-1905,-1065,-1181,-651,1150,200,Jayce,Warwick,Chogath,Ashe,Senna,Gangplank,Mordekaiser,Lucian,Vayne,Lux
0,1,0,1,0,1,0,0,0,0,-2553,-2084,-632,368,1005,1529,200,Yorick,FiddleSticks,Pyke,Jinx,Sona,Jax,Ekko,Akshan,Caitlyn,Nunu
2,0,1,0,0,1,0,0,0,0,677,-2428,-1741,1125,274,1770,100,Shen,Kayn,Diana,Jhin,Pyke,Nasus,Trundle,Anivia,Yone,Soraka
0,1,0,0,0,0,0,1,0,0,-419,-391,1169,1198,282,2005,100,Sett,Evelynn,Diana,Caitlyn,Braum,Volibear,Viego,Syndra,Aphelios,Xerath
2,0,0,1,0,1,0,0,0,1,-1326,-628,-2322,1237,714,1489,200,Illaoi,Viego,Akali,Tristana,Lux,Sion,Khazix,Yasuo,Kaisa,Swain
1,1,1,0,0,0,0,1,0,0,2596,-778,2327,-2337,-72,2490,200,Sett,Nunu,Akali,Jhin,Sejuani,Nasus,Volibear,Azir,Ashe,Leona
1,1,0,1,0,0,1,1,0,0,2385,614,122,-787,-964,2246,100,Yone,Diana,Vex,Ezreal,Rakan,Chogath,Viego,Kassadin,Jhin,Leona
1,1,0,0,1,0,0,0,0,0,-1201,-322,245,572,872,2125,100,Sion,Rammus,Katarina,Caitlyn,Lux,Malzahar,Shaco,Yasuo,Jhin,Soraka
1,0,0,1,0,0,1,0,0,0,1122,270,885,-360,-404,1691,100,Mordekaiser,Vi,Pantheon,Lucian,Janna,Volibear,LeeSin,Lux,Jinx,Blitzcrank
1,0,0,1,1,0,0,0,0,0,-832,103,-1381,240,-63,2025,100,Udyr,LeeSin,Vladimir,Jhin,Yuumi,Rengar,Amumu,Lux,Kaisa,Pyke
1,0,0,1,1,0,0,0,0,1,123,-945,-880,2754,2193,1451,100,Irelia,Vi,Corki,Lucian,Nami,Aatrox,Viego,Orianna,Zeri,Soraka
0,1,1,0,0,0,0,1,0,0,2267,-588,875,-333,334,1850,100,Sett,Hecarim,Zoe,Lucian,Morgana,Shen,Ekko,Zed,Jinx,Maokai
0,1,0,1,0,0,1,0,0,0,1509,-1924,-453,-34,-790,2016,200,Renekton,Zac,Ahri,Caitlyn,Janna,Graves,Udyr,Chogath,Jinx,Leona
1,0,1,0,0,0,0,0,1,1,2226,1445,1786,2379,210,1468,100,Jax,FiddleSticks,Tristana,Vayne,Urgot,Tryndamere,Nasus,Annie,Zeri,Yuumi
0,0,0,1,0,0,1,0,0,0,16,-497,310,-2708,-1979,1220,200,Irelia,Volibear,Zilean,Vayne,Blitzcrank,Gangplank,Shaco,Annie,Zeri,Pyke
0,1,1,0,0,0,0,1,0,0,2136,801,1336,1468,3820,934,100,Tryndamere,Shaco,Yasuo,Xayah,Pyke,Fiora,Diana,Kaisa,Twitch,Nautilus
1,1,0,0,0,0,0,0,0,0,-970,172,639,93,433,2115,200,Gangplank,Viego,Syndra,MissFortune,Swain,Aatrox,JarvanIV,Orianna,Jhin,Leona
1,0,0,0,0,0,1,1,0,0,1546,940,-225,-3562,-1681,1598,200,Garen,Kayn,Orianna,Tristana,Nautilus,Kled,Diana,Viktor,Jinx,Blitzcrank
2,0,1,0,0,0,0,0,1,1,115,4220,1317,3054,653,932,100,Sion,Kindred,Vex,Draven,Lulu,Nasus,Nocturne,Ahri,Jinx,Maokai
1,0,0,1,1,0,1,0,0,0,-2228,-311,1281,-450,-1650,2185,100,Trundle,Hecarim,Ekko,Samira,Leona,Darius,Warwick,Anivia,Caitlyn,Lux
1,0,0,0,0,0,0,1,0,1,1680,2635,-704,3235,1849,918,100,Rengar,Diana,Zed,Ashe,Zyra,Rumble,Graves,Kaisa,Sivir,Kayle
1,1,0,0,0,0,0,0,0,0,-317,-488,-411,-237,-153,1663,200,Irelia,XinZhao,Malzahar,Zeri,Yuumi,Sion,Zac,Ekko,Vayne,Renata
2,0,1,0,1,0,0,0,0,1,-2860,1317,1,-1132,2129,1798,200,Akshan,Nocturne,Karma,Twitch,Lux,Aatrox,Volibear,Vex,Xayah,Rakan
0,1,1,0,0,0,1,0,0,0,340,-3292,-247,-1286,-792,1438,200,Irelia,Ekko,Yone,Aphelios,Yuumi,Mordekaiser,Graves,Viktor,Jinx,Blitzcrank
1,1,0,1,0,0,0,0,0,1,-1763,-183,439,1360,620,1829,200,Camille,Hecarim,Corki,Caitlyn,Senna,Garen,Khazix,Akshan,Twitch,Xerath
0,1,0,1,0,1,0,0,0,0,215,-697,-2320,-1466,-896,1688,200,Malzahar,Volibear,Yone,Jhin,Senna,Camille,JarvanIV,Yasuo,Caitlyn,Lux
0,1,1,0,0,0,0,0,0,0,-580,-755,-1351,-3317,-330,930,200,Trundle,XinZhao,TwistedFate,Draven,Seraphine,Shen,Hecarim,Annie,Twitch,Lux
1,1,0,0,0,0,1,0,0,0,753,-929,648,-2687,-1836,2063,200,Katarina,Viego,Renekton,Draven,Zyra,Shen,Ekko,Galio,Yasuo,Karma
0,1,1,0,0,0,0,0,1,0,1354,1270,1744,-371,-275,1601,100,Kled,Ekko,Lux,Jhin,Renata,Yorick,Hecarim,Vladimir,Caitlyn,Swain
1,0,0,1,0,0,0,0,0,0,1603,-1362,369,1420,742,2079,100,Mordekaiser,Khazix,Viktor,Jhin,Zyra,Darius,Vi,Kennen,Varus,Brand
1,1,0,1,1,0,0,0,0,0,-1689,977,1294,-616,-12,2249,200,Irelia,Diana,Viktor,Sivir,Nautilus,Urgot,MasterYi,Kennen,Ezreal,Maokai
0,2,1,0,0,0,1,0,0,0,429,-1405,-1203,-2833,-1820,1677,200,Kennen,Teemo,Heimerdinger,Aphelios,Rakan,Kayle,MonkeyKing,Lissandra,Draven,Soraka
0,1,0,0,0,0,0,0,0,0,1427,-630,-302,2289,2206,1896,100,Graves,LeeSin,Orianna,Jhin,Lux,Singed,Rammus,Veigar,Jinx,Lulu
0,2,0,1,0,0,0,0,0,0,-1001,-1551,-1133,1253,264,1858,200,Aatrox,Maokai,Corki,Jhin,Brand,Mordekaiser,Trundle,MissFortune,Twitch,Zilean
1,0,0,1,0,0,0,1,0,0,2382,1825,953,12,632,1259,100,Jayce,Hecarim,Viktor,Caitlyn,Leona,Sion,Elise,Orianna,Ezreal,Soraka
0,1,0,0,1,0,0,0,0,0,-3044,-3233,-821,959,709,1264,200,Sett,Kayn,Seraphine,Zeri,Zyra,Garen,Khazix,Ekko,Vayne,Yuumi
1,0,1,0,0,0,0,0,0,0,897,385,-1477,-304,686,2701,100,Teemo,Nasus,Veigar,Caitlyn,Thresh,Jayce,LeeSin,Ekko,Ezreal,Janna
1,0,1,0,0,0,0,0,2,0,207,489,1580,935,948,1559,100,Kayle,Khazix,Anivia,Tristana,Yuumi,Malzahar,Chogath,Ryze,Jinx,Pyke
1,1,1,0,0,0,0,0,0,0,-630,724,1694,1963,1341,1071,100,Shyvana,Shaco,Malzahar,Zeri,Soraka,Kayle,Nunu,Akshan,MissFortune,Xerath
0,1,0,0,0,0,0,0,0,0,718,30,1729,-2647,885,1741,200,Riven,LeeSin,Viktor,Senna,Lux,Garen,Evelynn,Irelia,Draven,Soraka
0,2,0,0,0,0,0,0,0,0,2397,782,-954,-460,-309,1840,200,Mordekaiser,Volibear,Diana,Jhin,Senna,Illaoi,Khazix,Malphite,Jinx,Zyra
1,1,0,1,0,1,1,0,1,0,2751,1208,-12,-2541,-1936,2112,200,Tryndamere,Shaco,Yone,Vayne,Nami,Yorick,Ekko,Yasuo,Aphelios,Seraphine
1,1,1,0,0,0,0,0,0,1,1593,1380,-218,1906,1164,1338,100,Gangplank,Kayn,Viktor,Jinx,Nautilus,Akali,Poppy,Yasuo,Vayne,Lulu
0,1,1,0,0,0,0,0,0,1,813,-46,179,1269,-805,2031,200,Jax,Hecarim,Kayle,Draven,Thresh,Jayce,Viego,Viktor,Jhin,Yuumi
1,0,0,1,0,1,0,0,0,0,-131,-1227,-547,-769,-3380,1991,200,Nasus,LeeSin,Xerath,Aphelios,Sona,Teemo,Ekko,Akali,Samira,Pyke
1,0,0,1,0,0,0,0,0,0,-960,107,158,2345,-200,1816,200,Jayce,Ivern,Xerath,Twitch,Nautilus,Vladimir,Sejuani,Yone,Aphelios,Janna
0,2,1,0,0,0,0,0,0,0,-2122,-999,117,-1421,227,1742,200,Darius,Trundle,Malzahar,Jinx,Morgana,Rumble,Warwick,Ahri,Twitch,Nami
1,1,1,0,0,0,0,0,0,0,-391,-1541,-2010,1414,655,2231,200,Akshan,Volibear,Katarina,Jinx,Alistar,Gwen,Zac,Yasuo,Ashe,Taric
2,0,1,0,0,0,0,0,0,1,-542,582,-4,613,212,1901,200,Vayne,Shaco,Graves,Jhin,Zyra,Veigar,MasterYi,Pantheon,Caitlyn,Yuumi
0,1,0,0,0,0,0,1,0,0,5487,-756,-2895,-165,-1143,1772,100,Yone,Khazix,Orianna,Tristana,Blitzcrank,Graves,Diana,Zed,Soraka,Lux
1,1,0,1,0,1,0,0,0,0,590,-2568,797,1695,627,2086,200,Mordekaiser,Shaco,Zed,Jhin,Syndra,Aatrox,Graves,Kaisa,Xayah,Brand
1,0,1,0,0,0,0,0,0,0,2600,1244,1402,-880,-90,1673,100,Irelia,Viego,Yasuo,Jinx,Lux,Garen,MasterYi,Syndra,Jhin,Nautilus
0,2,0,1,0,0,1,0,0,0,-1415,-451,-568,-1253,-291,1627,200,Trundle,Gragas,Orianna,Senna,Renata,MonkeyKing,MasterYi,Akali,Caitlyn,Soraka
0,1,0,1,0,0,0,0,0,0,-193,-645,460,-134,-1148,1589,100,Fiora,Shaco,Ahri,Jinx,Leona,Malphite,Zed,Viktor,Jhin,Swain
2,0,1,0,0,0,0,2,0,0,1012,2342,1048,67,836,914,100,Jax,Viego,Sylas,Jinx,Leona,Darius,Hecarim,Riven,Tristana,Nautilus
0,2,1,0,0,0,0,1,0,0,1877,548,-402,118,216,1946,200,Fiora,Warwick,Veigar,Zeri,Lulu,Quinn,LeeSin,Leblanc,Ashe,Janna
1,0,1,0,0,0,0,1,0,0,2241,652,1103,639,1846,1481,100,Mordekaiser,Udyr,Katarina,TahmKench,Senna,Yorick,Tryndamere,Viktor,Veigar,Nami
2,0,0,1,0,0,0,0,0,0,161,-300,-140,796,496,1611,100,Fiora,Shyvana,Yasuo,Ezreal,Twitch,Volibear,Evelynn,Katarina,Caitlyn,Thresh
0,2,0,1,0,0,0,1,0,0,-102,789,-777,139,-1067,2603,100,MasterYi,FiddleSticks,Akshan,Lucian,Shaco,Garen,Warwick,Ahri,Kaisa,Karma
1,1,0,1,0,0,0,0,0,0,-609,676,-926,735,1005,1711,100,Ornn,Viego,Akali,Twitch,Zyra,Riven,Trundle,Kaisa,Ashe,Soraka
1,1,0,0,0,0,1,0,0,0,-2955,158,-797,-599,472,1489,200,Fiora,Diana,Ekko,Xayah,Pantheon,Mordekaiser,Rammus,Akshan,Jinx,Sona
0,2,0,1,0,1,0,0,0,0,1015,-2119,-1741,-852,-1341,1720,200,Malphite,Elise,Yone,Tristana,Leona,Fiora,MasterYi,Sett,Vayne,Nami
1,0,0,1,0,1,0,0,0,0,-2315,-459,-2293,842,470,1549,200,Shen,Amumu,Leblanc,Jinx,Janna,Irelia,Evelynn,Ahri,Jhin,Pyke
0,2,0,0,0,0,0,1,0,0,3236,737,760,337,517,1365,100,Tryndamere,Nunu,Zilean,Vayne,Lulu,Trundle,Shyvana,Chogath,Xayah,Nautilus
1,1,0,0,0,0,0,0,0,0,1140,-163,266,1854,849,1589,100,Kayle,XinZhao,Ryze,Samira,Rell,Yone,Viego,Annie,Senna,Lux
0,1,0,1,1,0,0,0,0,0,359,-1043,-952,-1548,101,1624,200,Nasus,Kayn,Azir,Jinx,Yuumi,Trundle,Ekko,Zed,Twitch,Anivia
1,1,0,0,0,0,0,0,0,0,1204,-1556,76,-559,828,1640,100,Irelia,LeeSin,Veigar,Zeri,Karma,Kayle,Nocturne,Lissandra,Vayne,Lulu
0,2,1,0,0,0,0,0,0,0,-213,900,-660,791,444,2070,100,Kennen,LeeSin,Orianna,Kaisa,Yuumi,Sion,Teemo,Kled,Ezreal,Lulu
1,0,0,1,0,0,0,0,0,0,819,-1661,957,-169,1412,2111,100,Sett,FiddleSticks,Syndra,Vayne,Chogath,Fiora,Udyr,Katarina,Xayah,Nautilus
1,1,0,1,0,0,1,0,0,0,-396,1691,-745,-1270,-625,2001,100,Skarner,Graves,Vex,Seraphine,Senna,Jayce,Vi,Yone,Caitlyn,Morgana
2,0,0,0,0,0,2,0,0,0,187,-767,441,-3774,-549,1776,100,Ornn,Vi,Zed,Jinx,Renata,Quinn,Zac,Ahri,Caitlyn,Nautilus
0,1,0,0,1,0,0,0,0,0,-3144,507,-431,-346,-944,1934,100,Trundle,XinZhao,Katarina,Samira,Nautilus,Mordekaiser,Hecarim,Kassadin,Jinx,Lulu
0,1,0,0,0,0,0,0,0,0,930,404,-695,154,-766,1659,200,Aatrox,Kindred,Ekko,Jinx,Yuumi,Garen,Hecarim,Anivia,Caitlyn,Senna
1,0,0,1,0,1,0,0,0,0,-2113,1700,-1795,2502,-292,1820,100,Gragas,Hecarim,Zed,Jhin,Renata,Ornn,Sejuani,Irelia,Jinx,Lux
1,0,0,1,0,0,0,0,0,0,310,-2519,-930,-403,841,2129,100,Nasus,Diana,Yone,Twitch,Yuumi,Chogath,Hecarim,Cassiopeia,Samira,Alistar
1,1,1,0,0,0,1,0,0,0,453,539,-2644,-3042,-1276,2270,200,Camille,Graves,Cassiopeia,Jinx,Sona,Darius,Shaco,Talon,Xayah,Lux
2,0,1,0,0,0,0,0,1,0,177,581,997,2824,4279,943,100,Senna,Jax,Velkoz,Seraphine,Pyke,Aatrox,Vi,Lux,Jinx,Thresh
2,0,1,0,0,0,0,0,0,0,1209,218,412,1463,906,1306,100,Malphite,Udyr,Ekko,Vayne,Lulu,Teemo,Trundle,Ahri,Jinx,Rell
1,0,0,1,0,0,0,0,0,1,169,-1192,1535,1990,2860,1543,100,Mordekaiser,Zyra,Akali,Samira,Poppy,Fiora,LeeSin,Yasuo,Jinx,Nautilus
0,1,0,1,0,0,1,0,0,0,-118,-1074,414,-1864,-1194,1319,200,Urgot,Viego,Orianna,Samira,Lulu,Volibear,Hecarim,Veigar,Twitch,Sona
1,0,0,1,0,0,0,0,0,0,1401,12,2209,1075,926,996,100,Ornn,Viego,Cassiopeia,Vayne,Karma,Yorick,Trundle,Vex,Kaisa,Morgana
0,1,1,0,0,0,1,0,0,0,-251,756,213,-1831,-1176,1934,200,Gnar,Udyr,Katarina,Samira,Lulu,Yorick,Rammus,Diana,Ezreal,Velkoz
2,0,0,0,0,0,0,0,0,0,-1002,-244,2044,1357,1786,1356,100,Warwick,Jax,Viktor,Ashe,Pyke,Mordekaiser,Hecarim,Vex,Twitch,Nautilus
2,0,0,1,1,0,1,0,0,0,-926,-567,2097,-4690,-521,1758,200,Warwick,Khazix,Fizz,Jhin,Blitzcrank,Garen,Evelynn,Vex,Samira,Leona
2,0,1,0,0,0,0,0,0,0,-109,2238,1771,-40,-571,1777,100,Akshan,Udyr,Ahri,Twitch,Soraka,Diana,Rumble,Yasuo,Kaisa,Lux
0,1,1,0,0,1,0,0,0,0,-1304,-1254,-835,3285,896,2362,100,Camille,Kayn,MasterYi,Twitch,Blitzcrank,Gnar,LeeSin,Galio,Sivir,Veigar
0,1,0,0,1,0,1,0,1,0,-2349,-413,-1077,612,896,1567,200,Urgot,Nunu,Sion,Kaisa,Taric,Volibear,Kayn,Sylas,Tristana,Soraka
0,2,1,0,0,0,0,0,0,0,-91,1924,-399,-163,-2339,1930,200,Twitch,Diana,Zed,Camille,Yuumi,Kennen,Khazix,Garen,Jinx,MissFortune
0,1,0,1,0,0,0,0,0,0,-702,-515,-710,1061,149,1273,200,Yorick,Rammus,Vladimir,Jhin,Soraka,Gragas,Vi,Yone,Kindred,Senna
0,1,0,0,0,0,0,0,1,1,1578,4067,1493,3699,794,1137,100,Pantheon,Karthus,Zed,Ashe,Leona,Kayle,LeeSin,Veigar,Samira,Alistar
1,0,0,0,0,0,0,0,0,0,-76,1393,-269,2041,2020,1717,100,Camille,Khazix,Anivia,Vayne,Pyke,Garen,Diana,Yasuo,Jhin,Janna
1,1,0,0,0,0,0,0,1,1,-175,2379,1271,2782,1172,1569,100,Camille,JarvanIV,Chogath,Draven,Pantheon,Vayne,Khazix,Leblanc,Tristana,Pyke
1,0,1,0,0,0,0,0,0,0,1311,1702,1319,-795,494,1631,200,Poppy,Khazix,Zoe,Varus,Pyke,Garen,Chogath,Corki,Soraka,Sona
1,0,1,0,0,0,0,1,0,0,1732,2271,-356,1155,682,1467,100,Gangplank,Shaco,Syndra,Jinx,Janna,Jax,Nocturne,Karthus,Ashe,Soraka
1,0,0,1,2,0,0,0,0,0,-2673,-1224,408,497,-450,1539,200,Garen,Zac,Kaisa,Samira,Leona,Sett,Kindred,Anivia,Ashe,Thresh
0,1,0,0,0,0,0,0,0,0,1352,-257,-1562,-758,-199,1280,200,DrMundo,Qiyana,Heimerdinger,Ashe,Rakan,Urgot,Viego,Ahri,Vayne,Yuumi
1,1,0,0,0,0,0,1,0,1,1341,885,49,1610,2336,2044,100,Garen,Hecarim,Viktor,Tristana,Karma,Kayle,XinZhao,Ahri,Jinx,Leona
1,0,0,1,0,1,0,1,0,0,139,1019,725,735,-170,1569,100,Fiora,Rengar,Zed,Veigar,Vex,Quinn,Diana,Yasuo,Tristana,Lulu
2,0,1,0,1,0,0,0,0,0,-2071,1272,-382,-231,426,2240,100,Ornn,Shaco,Vi,Caitlyn,Brand,Nasus,FiddleSticks,Talon,Tristana,Leona
0,2,0,1,0,0,0,0,0,0,604,-1005,-969,-428,-1000,1300,200,Camille,Graves,Ryze,Ashe,Nami,Yorick,Volibear,Teemo,Jhin,Morgana
0,2,1,0,0,0,0,0,0,0,599,1747,-258,-1334,455,2102,200,Nasus,Ekko,Annie,MissFortune,Lissandra,Ryze,Graves,Zoe,Vayne,Renata
0,1,0,1,0,0,0,0,0,0,658,279,602,1140,664,1303,100,Tryndamere,Trundle,Annie,Lucian,Nami,Draven,Kayn,Viktor,Jhin,Nautilus
1,1,0,0,0,0,0,0,0,0,-480,506,2387,-340,89,2806,100,Teemo,Shaco,Veigar,Xayah,Nautilus,Garen,Kayn,Kayle,Aphelios,Karma
0,2,1,0,0,0,0,1,0,0,2504,-1444,-1702,237,-265,2451,200,Riven,Nocturne,Renekton,Zeri,Lulu,Teemo,Shaco,Katarina,Kaisa,Yuumi
0,1,0,1,0,1,0,0,0,0,-1599,1981,-1260,1109,713,1745,200,Singed,Kayn,Leblanc,Draven,Lulu,Graves,Diana,Caitlyn,Ahri,Blitzcrank
0,1,1,0,0,0,1,0,0,0,1418,-734,-1170,-2172,-1880,1607,200,Camille,Poppy,Akshan,MissFortune,Soraka,Urgot,Hecarim,Veigar,Varus,Yuumi
0,2,1,0,0,0,0,1,0,0,304,718,-699,-770,237,1992,200,Sett,Vi,Viktor,Sivir,Lux,Jax,Nasus,AurelionSol,Kaisa,Blitzcrank
2,0,0,1,0,0,0,0,1,1,-86,423,3675,586,-601,1628,100,Kayle,Khazix,Tryndamere,Vayne,Soraka,Singed,XinZhao,Yone,Caitlyn,Lux
0,1,0,1,1,0,0,0,0,0,-608,-679,-1275,-1613,-2618,1598,200,Sejuani,Rumble,Sylas,Jinx,Soraka,Tryndamere,MasterYi,Lucian,Veigar,Lux
1,0,1,0,1,0,0,0,0,0,-2045,167,824,691,-677,1799,200,Yone,Nunu,Volibear,Vayne,Soraka,Fiora,Khazix,Heimerdinger,Zeri,Pyke
0,1,0,1,0,0,0,0,0,0,-1397,803,579,-2333,175,1684,200,Camille,Warwick,Lux,Senna,Pyke,Yone,Zac,Cassiopeia,Twitch,Braum
1,0,0,1,0,0,0,0,0,0,-345,2579,-351,804,-1370,2473,100,Gnar,Nocturne,Yone,Kaisa,Leona,Riven,Rammus,Syndra,KogMaw,Zyra
2,0,0,0,0,0,0,0,0,0,837,433,896,638,-1,1267,100,Mordekaiser,Sion,Yone,Yasuo,Lulu,Malphite,Graves,Kaisa,Ashe,Xerath
1,0,0,0,1,0,0,0,0,0,11,1011,-280,1469,-212,1504,100,Nasus,Zac,Malzahar,Vayne,Janna,Sion,Kayn,Lux,Jhin,Xerath
