t1Dragons,t2Dragons,t1Rift,t2Rift,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,topGoldDiff,jugGoldDiff,midGoldDiff,adcGoldDiff,supGoldDiff,gameLength,winningTeam,t1Top,t1Jug,t1Mid,t1Adc,t1Sup,t2Top,t2Jug,t2Mid,t2Adc,t2Sup
0,2,0,0,0,0,0,0,0,0,1529,-1199,-255,-272,147,1473,200,Yasuo,Lillia,Yone,Ziggs,JarvanIV,Sion,Warwick,Ahri,Jhin,Rakan
2,0,1,0,0,0,0,0,1,0,666,1987,-457,-234,280,1868,100,Sett,MasterYi,Vex,Xerath,Brand,Yasuo,Karthus,Zed,Jhin,Renata
0,2,0,1,1,0,1,0,0,0,-1859,-815,-932,-3189,-2372,1452,200,Fiora,Nidalee,Akali,Twitch,Soraka,Camille,Hecarim,Yasuo,Caitlyn,Neeko
0,1,0,1,1,0,1,0,0,0,-801,-44,687,-2780,-1529,1555,200,Irelia,Trundle,Zed,Zeri,Lulu,Darius,MasterYi,Syndra,Sivir,Senna
1,1,0,0,1,0,0,0,0,0,-1814,1924,-48,726,831,2419,200,Kayn,Gwen,Sylas,MissFortune,Senna,Gnar,Zac,Taliyah,Twitch,Brand
0,2,1,0,0,0,0,0,2,0,192,-2642,2554,-579,-37,1629,200,Mordekaiser,Viego,Yasuo,Draven,Yuumi,Vayne,Shyvana,Yone,Ezreal,Malphite
1,0,1,0,0,0,0,0,0,0,-1256,-980,470,314,526,1836,100,Pantheon,Graves,Fizz,Kaisa,Rell,Garen,Diana,Akali,Samira,Nautilus
1,0,0,1,1,1,0,0,0,0,-2830,-705,-791,-422,960,1600,200,Garen,Hecarim,Zed,Jinx,Zyra,Yone,Diana,Viktor,MissFortune,Karma
1,0,1,0,0,0,0,0,1,0,346,337,1321,-1338,186,1548,200,Gangplank,Hecarim,Ahri,Kaisa,Thresh,Kled,Kindred,Veigar,Aphelios,Janna
1,0,0,1,0,0,0,0,0,0,279,-993,872,605,242,1826,100,Riven,Skarner,Karma,Jhin,Nami,Trundle,Heimerdinger,Diana,Vayne,Senna
0,1,0,0,0,0,1,0,0,0,372,-925,-1900,-2097,-1483,983,200,Yorick,Hecarim,Yone,Ezreal,Brand,Sion,Kindred,Vladimir,Xayah,Senna
1,0,1,0,0,0,0,0,1,1,-232,1012,432,3306,2633,1817,100,Tryndamere,MasterYi,Kassadin,Draven,Senna,Yone,Graves,Vex,Jhin,Morgana
1,0,0,1,0,0,1,0,0,0,1368,-1175,-299,-360,-1599,1677,200,Teemo,Shaco,Ryze,Jhin,Twitch,Ornn,Vi,Neeko,Yasuo,Senna
0,2,0,0,0,0,0,0,0,0,-638,-28,-1917,-322,-671,1211,200,Garen,Diana,Morgana,Sivir,Karma,Mordekaiser,LeeSin,Yasuo,Quinn,Yuumi
0,0,0,0,0,0,0,1,0,0,2176,733,-984,1104,71,2209,100,Illaoi,Shaco,Leblanc,Jinx,Soraka,Nasus,Twitch,Vex,Vayne,Senna
1,0,0,1,0,0,1,0,1,0,1587,-2262,1353,-2124,-999,2807,200,Tryndamere,Hecarim,Vladimir,Ashe,Renata,Garen,Graves,Ahri,Draven,Morgana
1,1,1,0,0,0,0,0,0,1,-1480,1249,841,-459,-831,1570,100,DrMundo,Khazix,Zeri,Jinx,Sona,Quinn,Warwick,Lux,Vayne,Senna
1,0,1,0,0,0,0,0,0,0,-856,1099,439,31,985,2522,200,Warwick,Evelynn,Lucian,Draven,Sona,Kayle,Shaco,TwistedFate,Jhin,Zilean
0,1,0,1,1,1,0,0,0,0,-4506,-1826,-725,-509,-1593,1433,200,Fiora,Rammus,Irelia,Lucian,Alistar,Tryndamere,Viego,Akali,Ezreal,TahmKench
0,1,1,0,0,1,0,0,1,0,1166,1019,-791,-2100,-899,1634,100,Riven,Rengar,Lux,Vayne,Soraka,Illaoi,FiddleSticks,Irelia,Jhin,Nautilus
1,0,0,1,1,0,1,0,0,0,-1512,-3024,2785,-1216,-2428,2415,200,Illaoi,Warwick,Zed,Kaisa,Sona,Renekton,MasterYi,Akali,Tristana,Lux
0,2,1,0,0,0,0,0,1,0,-1542,219,976,-835,-326,2025,100,Singed,Sejuani,Graves,Ziggs,Senna,Jayce,Hecarim,Ezreal,Tristana,Zyra
0,1,1,0,0,0,0,0,0,0,-908,-1145,29,-1355,810,1900,100,Neeko,Kindred,Katarina,Zeri,Xerath,Mordekaiser,RekSai,Yasuo,Jhin,Rakan
0,2,0,1,0,0,1,0,0,0,-186,-373,-2307,-1774,-1768,1470,200,Garen,Khazix,Xerath,Twitch,Velkoz,Yasuo,JarvanIV,Fizz,Ezreal,Swain
0,2,0,1,0,0,1,0,0,0,-779,-1816,1008,-819,-2130,2082,100,Malphite,Kayn,Yasuo,Lucian,Maokai,Singed,Diana,Yone,Samira,Senna
0,2,0,0,1,1,0,0,0,0,-1172,-620,-1505,460,-844,1600,200,Qiyana,Warwick,Fizz,Caitlyn,Blitzcrank,Nasus,Skarner,Ekko,Lucian,Brand
0,1,0,0,0,0,0,0,0,0,-1198,120,401,1069,-165,1778,100,Kayle,XinZhao,Ahri,Xayah,Rakan,Fiora,Trundle,Veigar,Lucian,Sona
0,1,1,0,0,0,0,0,0,0,-236,2022,-566,301,553,2187,200,TahmKench,Nocturne,Talon,MissFortune,Morgana,Warwick,Shaco,Yasuo,Twitch,Lulu
1,1,0,1,0,1,0,0,0,0,-1111,-672,-1593,-143,-1031,1079,200,Jax,Nocturne,Diana,Jhin,Blitzcrank,Gwen,MasterYi,Sylas,Jinx,Janna
1,0,1,0,0,0,0,1,0,0,2392,2084,104,-1318,-244,1510,100,Sett,Hecarim,Orianna,Ziggs,Senna,Riven,MasterYi,Xerath,Sivir,Karma
1,1,0,1,0,0,0,0,0,0,744,793,739,-275,-62,1664,100,Nasus,Nocturne,Lux,Kaisa,Nautilus,Sion,Diana,Zoe,Jinx,Karma
1,1,1,0,0,0,0,0,1,0,-43,1769,-370,-830,290,2084,100,Fiora,Graves,Vladimir,Ashe,Thresh,Mordekaiser,Diana,Veigar,Draven,Lulu
2,0,0,1,0,0,0,1,0,0,1077,2663,-727,1413,531,2848,200,Volibear,MasterYi,Tristana,Lissandra,Thresh,Illaoi,Shaco,Chogath,Varus,Soraka
0,1,1,0,0,0,1,0,0,0,-17,-989,613,-2086,-1294,1801,200,Jayce,LeeSin,Zed,Vayne,Nautilus,Gangplank,Kayn,Katarina,Caitlyn,Morgana
0,2,0,1,0,1,0,0,0,0,-1440,-3588,-612,-255,575,1375,200,Chogath,MasterYi,Yasuo,Caitlyn,Lux,Tryndamere,Khazix,Sylas,Tristana,Blitzcrank
2,0,0,0,0,0,0,0,0,0,757,1335,1739,1664,1876,1296,100,Tryndamere,Viego,Veigar,Jayce,Pyke,Nasus,Khazix,Ahri,Varus,Lulu
1,1,1,0,0,0,0,0,0,0,-384,-622,-1212,1884,518,1817,200,Yone,Nunu,Kassadin,Caitlyn,Lux,Garen,Nidalee,Viktor,Ahri,Morgana
1,1,0,0,0,0,0,0,0,0,122,519,-128,689,1459,1496,100,Renekton,Diana,Yasuo,Galio,Senna,Heimerdinger,Volibear,Qiyana,Ashe,Nami
2,0,1,0,0,0,0,0,0,1,484,-208,517,1948,1464,2031,200,Renekton,Volibear,Talon,Jhin,Lux,MonkeyKing,Kayn,Cassiopeia,Twitch,Nautilus
2,0,0,1,0,0,1,0,0,0,61,750,214,500,-198,1675,100,Malphite,Shaco,Cassiopeia,Varus,Renata,Yone,Nunu,Katarina,Zeri,Pyke
0,2,0,1,1,1,0,0,0,0,-3900,-2033,-1376,1109,-351,1632,200,Gnar,Viego,Tryndamere,Vayne,Nidalee,Renekton,LeeSin,Ahri,Kaisa,Soraka
1,1,0,1,2,0,0,0,0,0,-4429,-499,418,846,1645,2343,200,Nasus,Rammus,TwistedFate,Jhin,Sona,Tryndamere,MasterYi,Orianna,Jinx,Senna
1,0,0,1,1,0,1,0,0,0,-2553,-421,-2880,-657,-326,1921,200,Garen,Hecarim,Anivia,Vayne,Renata,Tryndamere,Kindred,Irelia,Jinx,Brand
1,0,0,1,0,0,0,0,0,0,590,-551,-2093,-406,341,1870,100,Neeko,Khazix,Singed,Kaisa,Senna,Teemo,Hecarim,Pantheon,Ezreal,Thresh
0,0,0,0,1,0,0,0,0,0,-1417,1521,680,603,116,2408,200,Darius,Ivern,Sylas,Caitlyn,Lux,Yorick,LeeSin,Fizz,Lucian,Senna
0,1,0,1,0,0,0,0,0,0,-939,-607,-433,-2550,-991,1080,200,Jayce,Rengar,Diana,Twitch,Xerath,Ornn,Amumu,Fizz,Lucian,Nami
0,2,0,1,2,0,0,0,0,0,-5284,-342,-159,940,282,1333,200,Volibear,Nunu,Yone,KogMaw,Zyra,Sett,Graves,Vladimir,Ezreal,Morgana
1,1,1,0,0,0,0,0,0,0,-228,-520,-1095,425,1918,2113,200,Illaoi,Shaco,Leblanc,Veigar,Tristana,Lillia,Nasus,Quinn,Twitch,Yuumi
1,1,1,0,0,0,0,1,0,0,3203,-696,700,1577,236,2139,100,Garen,Khazix,Draven,Lucian,Yuumi,Aatrox,Graves,Leblanc,MissFortune,Nami
0,1,0,0,0,0,1,0,0,0,-1432,-795,-1825,-3037,-781,1674,200,Vi,Darius,Sylas,Samira,Nautilus,Teemo,Graves,Irelia,Lucian,Nami
1,0,0,1,1,0,0,0,0,1,85,56,1129,1104,1083,2190,100,MasterYi,Kindred,Taliyah,Yasuo,Sejuani,Zac,JarvanIV,Veigar,Ezreal,Galio
0,1,1,0,0,0,1,0,1,0,1703,-209,656,-978,-1187,1902,200,Tryndamere,FiddleSticks,Zilean,Caitlyn,Thresh,Chogath,Hecarim,Veigar,MissFortune,Pyke
0,2,0,0,0,0,0,0,0,0,-650,-536,-914,-818,-544,2042,200,MonkeyKing,Kindred,Malzahar,Lucian,Morgana,Akali,Vi,Sion,Jhin,Lux
0,2,0,1,0,1,0,0,0,0,193,-2042,-2410,-239,3,1789,200,Tryndamere,Malphite,Yasuo,Twitch,Seraphine,TahmKench,Shaco,Yone,Samira,Amumu
1,1,0,0,0,0,0,0,0,0,1045,1276,1238,-140,-555,1544,100,Illaoi,Zac,Anivia,Samira,Brand,Jhin,Khazix,Veigar,Jax,Zyra
0,1,0,1,1,0,1,0,0,0,-2594,-1141,-661,-147,-24,1801,200,Garen,Kayn,Qiyana,Jinx,MissFortune,Sion,Rengar,Sylas,Caitlyn,Karma
0,1,1,0,0,0,0,0,0,0,-498,2431,442,-874,-1007,1856,100,Fiora,Warwick,Vex,Jhin,Nautilus,Riven,Rammus,Akshan,Ashe,Karma
0,0,0,1,0,0,1,1,0,0,2292,-1015,1404,-1825,-1222,1981,100,Urgot,Ekko,Zed,Jhin,Lux,Tryndamere,Lillia,Mordekaiser,Jinx,Bard
0,1,1,0,0,0,0,1,0,0,388,1113,-614,145,281,1449,100,Jax,Kayn,Veigar,Ezreal,Morgana,Pantheon,Zac,Yasuo,Caitlyn,Thresh
1,1,1,0,1,0,0,0,0,0,-2420,1024,-60,1302,690,1876,200,DrMundo,Warwick,Veigar,Varus,Yuumi,Renekton,Viego,Illaoi,Jinx,Thresh
2,0,0,1,0,0,0,1,0,0,1829,562,-500,-109,143,1870,200,Yorick,Olaf,Kassadin,Zeri,Pyke,Akali,Kindred,Yasuo,Caitlyn,Leona
2,0,0,1,0,0,0,0,0,0,1166,323,152,1341,582,1383,100,Mordekaiser,MasterYi,Kassadin,Twitch,Renata,Fiora,Kayn,Vex,Jinx,Sona
0,1,1,0,0,0,1,0,0,0,301,-1627,-1094,-2139,-804,1446,200,Fiora,Diana,Vex,Vayne,TwistedFate,Riven,Hecarim,Lux,Caitlyn,Morgana
1,0,0,1,0,0,0,0,0,1,729,-340,1111,1671,-243,1900,100,Nasus,Taliyah,Ahri,Xayah,Rakan,Singed,RekSai,Veigar,Ezreal,Pantheon
1,0,0,1,0,0,0,1,2,0,1914,-1131,7113,351,-1188,1282,100,Irelia,Nunu,Draven,Caitlyn,Lissandra,Pantheon,Elise,Yone,Kaisa,Morgana
0,1,1,0,0,0,0,0,0,0,2091,-494,-1293,1476,590,2111,200,Garen,Hecarim,Kaisa,Sivir,Neeko,Malphite,Diana,Graves,Jinx,Renata
0,2,0,1,0,1,0,0,0,0,382,-1377,-1766,-108,-421,2014,100,Sett,Volibear,Veigar,Kaisa,TahmKench,Gragas,Kindred,Viktor,Zeri,Lux
1,1,0,0,0,0,0,0,0,0,1686,-1249,-308,-685,-345,1635,100,Ornn,MasterYi,Akali,Kaisa,Sona,Darius,Kayn,Annie,Caitlyn,Morgana
1,1,1,0,1,0,0,0,0,0,-1133,1798,88,-668,1194,1560,200,Garen,Rengar,Diana,Twitch,Pyke,Yorick,Hecarim,Viktor,Ezreal,Leona
1,0,0,1,1,0,0,0,0,0,-1074,825,2312,1328,680,1665,100,Kayle,Udyr,Akali,MissFortune,Blitzcrank,Jax,Sejuani,Veigar,KogMaw,Malzahar
1,0,1,0,0,0,0,1,2,1,-79,2422,3495,1145,2288,2254,100,Fiora,Kayn,Lux,Ezreal,Senna,Trundle,Vi,Annie,Vayne,Soraka
2,0,1,0,0,0,1,0,0,0,-107,-533,-657,-371,-1868,1660,200,Jayce,Teemo,XinZhao,Vayne,TahmKench,Yone,Lillia,Diana,Tristana,Nautilus
0,2,0,1,0,0,0,0,0,1,-475,-1211,270,2233,668,2021,100,Olaf,Poppy,Ekko,Jinx,Swain,Riven,Nocturne,Malzahar,Xayah,Zyra
1,1,0,0,0,0,0,0,0,0,1,222,2198,-1821,15,1685,100,Sett,Hecarim,Neeko,Jhin,Sona,Warwick,Trundle,Cassiopeia,Vayne,Nami
2,0,1,0,0,0,0,1,0,0,2251,-26,-1143,-404,-617,1742,100,Urgot,Zed,Viktor,Ezreal,Sona,Kayle,Udyr,Yone,Caitlyn,Seraphine
1,1,0,1,0,0,1,0,0,0,996,-878,-725,1046,-2405,1918,100,Nasus,Hecarim,Lux,Zeri,Veigar,Sion,Volibear,Swain,Kaisa,Xerath
1,1,0,1,0,0,0,0,0,0,-1536,-1239,1519,-783,-484,1969,200,Shen,Hecarim,Corki,Ashe,Seraphine,Darius,RekSai,Cassiopeia,Jinx,Soraka
0,2,0,1,0,0,1,0,0,0,-192,123,1745,-432,84,1421,200,Garen,Shyvana,Rumble,Caitlyn,Seraphine,Malphite,MasterYi,Ekko,Sivir,Sona
1,0,0,1,2,1,0,0,0,0,-3697,-533,-707,1387,-434,1848,100,Darius,Tryndamere,Anivia,Kaisa,Nautilus,Heimerdinger,Ivern,Gangplank,Veigar,Lux
1,1,0,0,0,0,0,0,0,0,-57,519,-688,-976,-1229,2478,100,Zed,FiddleSticks,Yone,Kaisa,Zilean,Warwick,Graves,Vex,Kalista,Lissandra
2,0,0,1,0,0,0,0,0,0,1075,-412,413,201,891,1446,100,Akali,Kayn,Gangplank,Vayne,Morgana,Shaco,Udyr,Orianna,Jhin,Pyke
0,2,0,1,1,0,0,0,0,0,-2354,-1085,-701,318,-322,1345,200,Urgot,Udyr,Anivia,Twitch,Blitzcrank,Garen,Kindred,Zed,Ezreal,Leona
0,1,1,0,0,0,0,0,0,0,851,-1340,-178,-641,-1168,2048,100,Urgot,Hecarim,Velkoz,Draven,Zyra,Gnar,Viego,Anivia,Jinx,Pyke
1,1,0,1,0,0,0,0,0,0,145,2031,-426,-58,-29,1769,200,Yorick,Nocturne,Ryze,Aatrox,Pantheon,Kayle,Kayn,Yasuo,Sivir,Morgana
1,0,0,0,0,0,0,0,0,0,-596,230,-271,1665,-292,3042,200,Teemo,Shaco,Ahri,MissFortune,Janna,Mordekaiser,Rengar,Viktor,Kaisa,Thresh
2,0,0,1,0,1,0,0,0,0,-765,-746,-1924,235,-188,1771,100,Riven,Amumu,Fizz,Jhin,Karma,Urgot,Trundle,Zed,Ashe,Seraphine
0,2,1,0,0,0,1,0,2,0,546,402,-93,-633,-1547,2184,100,Fiora,Trundle,Lissandra,Jhin,Morgana,Garen,MasterYi,Tryndamere,Sivir,Pyke
1,0,1,0,0,0,0,0,0,1,882,891,961,-171,1112,921,100,Nasus,Viego,Veigar,Draven,Brand,Kayle,Khazix,Katarina,Kaisa,Lulu
2,0,0,0,0,0,0,0,0,0,383,2779,1293,-581,524,1222,100,DrMundo,Viego,Ahri,Vayne,Zyra,Aatrox,Rammus,Zed,Kaisa,Yuumi
0,1,0,0,0,0,0,0,0,0,-2318,-738,-1657,-541,944,1295,200,Singed,Rengar,Fizz,Kaisa,Nami,Akshan,Kayn,Katarina,Vayne,Lulu
1,0,0,1,0,0,0,0,0,0,-1328,-760,1167,-640,51,1193,200,Kassadin,Graves,Zed,Jhin,Sona,Nasus,Kayn,Kaisa,Samira,Nautilus
1,1,0,1,0,2,0,0,0,1,-2401,-205,-424,2309,656,2308,100,Garen,Skarner,Yone,Caitlyn,Nami,Darius,Viego,Twitch,Veigar,Sona
1,0,0,0,0,0,0,0,0,0,-126,595,-555,747,1992,2218,100,Shen,RekSai,Xerath,Kaisa,Zoe,Garen,Khazix,Yasuo,Twitch,Blitzcrank
2,0,1,0,0,0,0,0,1,0,1928,652,505,1654,532,2109,100,Nasus,Vi,Veigar,Yasuo,Sejuani,Garen,Hecarim,Ahri,Xayah,Nami
1,0,1,0,0,0,0,1,0,0,1008,-235,235,913,660,2219,100,Vayne,Nocturne,Gangplank,Jinx,Renata,Garen,Volibear,Corki,Seraphine,Yuumi
1,1,1,0,1,0,0,0,0,1,-856,-1766,-623,1353,300,2295,200,Pantheon,Vi,Veigar,Ashe,Lux,Fiora,Hecarim,Vex,Kaisa,Renata
0,2,0,1,1,1,0,0,0,0,-1421,-3168,791,874,622,1994,200,Irelia,Lillia,Akali,Twitch,Yuumi,Tryndamere,RekSai,Malzahar,Ezreal,Renata
2,0,0,1,0,0,0,0,0,0,-1848,-1046,-1079,-777,-99,1767,100,Fiora,Diana,Yasuo,Ziggs,Galio,Mordekaiser,Volibear,Akshan,KogMaw,Lux
2,0,1,0,0,0,0,0,0,0,867,-1042,1894,-1093,-519,1545,100,Garen,Graves,Vladimir,Ashe,Karma,Yorick,Hecarim,Kayle,Twitch,Yuumi
0,1,0,0,0,0,0,1,0,0,1491,2712,1443,1325,990,1628,100,Jayce,Kayn,Xerath,Lucian,Thresh,Olaf,XinZhao,Malzahar,Ziggs,Trundle
1,0,1,0,2,0,0,0,0,0,-2398,-479,1305,-1535,-1387,1736,200,Gnar,Shaco,Annie,Varus,Soraka,Yorick,Nasus,Katarina,Jhin,Brand
0,1,1,0,0,0,0,0,2,0,250,602,-1277,151,1528,1953,200,Renekton,Diana,Ziggs,Caitlyn,Senna,Camille,Ekko,Yone,Tristana,Lux
0,1,0,1,0,1,0,0,0,0,-269,-2016,-536,-1310,-35,1782,200,Sett,Poppy,Lux,Kaisa,Swain,Garen,LeeSin,Viktor,Aphelios,Blitzcrank
0,1,0,0,0,0,1,0,0,0,-228,-717,586,-2337,-344,1479,200,Mordekaiser,Hecarim,Yone,Aphelios,Nami,Graves,Jayce,TwistedFate,Xayah,Rakan
0,1,0,1,0,0,0,0,0,0,1843,-598,961,804,439,1390,100,Graves,Volibear,Xerath,MissFortune,Karma,Kled,Hecarim,Fizz,Caitlyn,Renata
1,1,1,0,0,0,0,1,1,0,503,1561,3529,-1318,-519,1205,100,Urgot,Amumu,Yone,Jinx,Lux,Illaoi,Shyvana,Yasuo,MissFortune,Rumble
0,1,0,0,0,0,0,0,0,0,606,-2046,797,-1070,-847,1685,200,Aatrox,Kayn,Katarina,Tristana,Lulu,Vayne,Amumu,Akshan,Zeri,Yuumi
0,1,1,0,1,0,0,0,0,0,-2386,393,-298,-563,-473,1630,200,Jax,Kindred,Katarina,Lucian,Yuumi,Illaoi,Viego,Ahri,Caitlyn,Lulu
2,0,0,0,0,0,0,0,0,0,-1756,-81,-1119,1809,765,1648,100,Graves,RekSai,Fizz,Jinx,Bard,Yorick,Shyvana,Zed,Aphelios,Renata
0,2,0,1,0,0,0,0,0,0,2323,-204,-1576,-299,1332,1359,100,Gnar,Ekko,Ahri,Jhin,Seraphine,Riven,Anivia,JarvanIV,Ezreal,Soraka
0,2,0,1,1,0,1,0,0,0,-607,-2363,-214,-1758,-2900,1000,200,Ornn,LeeSin,Katarina,Jhin,Leona,Shen,XinZhao,Zed,Jinx,Lux
1,0,0,1,0,0,0,0,0,0,-1306,-1398,252,1251,222,1224,200,Tryndamere,Nocturne,Corki,Xayah,Rakan,Akshan,Evelynn,Yone,Zeri,Lulu
0,2,0,1,0,0,1,0,0,0,-1680,19,-704,-2032,-1186,2515,200,Singed,Trundle,Talon,Jhin,Zilean,Yone,Nocturne,Zed,Draven,Blitzcrank
1,1,0,1,0,0,0,0,0,1,-200,2004,-701,1542,1778,1408,100,Kaisa,Rumble,Nasus,Aphelios,Karma,Urgot,Morgana,Ekko,MissFortune,Brand
2,0,1,0,0,0,0,1,1,0,1382,1208,551,1018,-321,1605,100,Graves,Khazix,Lux,Jinx,Leona,Vayne,Karthus,Fizz,Jhin,Morgana
1,0,1,0,0,0,0,0,1,0,621,198,1359,1359,2092,2194,200,Garen,Viego,Ziggs,Ezreal,Lux,Kayle,Nocturne,Akali,Vayne,Thresh
2,0,1,0,0,0,0,0,0,0,1884,1780,660,-1011,-144,1535,100,Aatrox,Graves,Irelia,Heimerdinger,Anivia,Kled,Rengar,Lux,KogMaw,Lulu
2,0,1,0,0,0,0,1,1,0,2934,1700,1142,1720,1242,1222,100,Singed,Graves,Vex,Vayne,Lux,Volibear,Viego,Ziggs,Jinx,Shaco
2,0,1,0,0,0,0,0,0,0,175,-117,1958,1108,321,1770,100,Malphite,Trundle,Akali,Kaisa,Senna,Garen,Talon,Anivia,Tristana,Brand
0,1,0,0,0,0,1,0,0,0,1008,-1600,-353,-630,-465,1426,200,Yone,LeeSin,Lissandra,Akshan,Blitzcrank,Rumble,Nocturne,Malzahar,Lucian,Nami
0,2,1,0,0,0,0,0,1,0,477,-1393,887,-224,275,1376,200,Urgot,Warwick,Ekko,MissFortune,Thresh,DrMundo,Vi,Fizz,Ashe,Renata
2,0,1,0,0,0,0,0,1,1,318,2423,2638,3065,2203,1171,100,Shen,Diana,Lucian,Samira,Riven,Sett,Gwen,Kassadin,Aphelios,Volibear
1,1,1,0,0,0,0,0,0,2,572,1530,2079,3105,1759,1267,100,Akshan,Nidalee,Rumble,Jhin,Soraka,Teemo,Khazix,Zilean,Jinx,Nami
1,1,0,1,0,0,0,0,0,0,-287,-1655,462,2680,142,1622,100,Pantheon,Warwick,Orianna,Lucian,Senna,Garen,Graves,Xerath,Jhin,Pyke
0,2,0,0,0,0,0,0,0,0,-252,-2652,-670,-1635,-768,1000,200,Quinn,Kayn,Lissandra,Samira,Neeko,Shen,Kindred,Annie,Kaisa,Renata
0,2,0,0,0,1,0,0,0,0,383,67,-1870,-1452,-606,2229,100,Malphite,Kayn,Akshan,Varus,Senna,Graves,Warwick,Sett,MissFortune,Blitzcrank
0,2,1,0,0,0,1,0,0,0,-416,-729,-1274,-2651,-840,2122,100,Ekko,Lillia,Viktor,Ezreal,Teemo,Quinn,Warwick,Yone,Kaisa,Neeko
0,2,0,0,0,0,0,0,0,0,1021,-711,699,-2324,-1116,938,200,Urgot,Amumu,Gangplank,Aphelios,Lux,Yorick,MonkeyKing,Yone,Ashe,Orianna
1,0,1,0,1,0,0,0,0,0,-2789,-1323,2795,-799,236,1682,100,Chogath,Zac,Akshan,Kaisa,Soraka,Tryndamere,Hecarim,Sion,KogMaw,Nautilus
2,0,1,0,0,0,0,0,0,0,-382,-550,-1166,591,14,2136,200,Teemo,Volibear,Viktor,Rengar,Blitzcrank,Jayce,MasterYi,Fizz,Jinx,Brand
1,1,0,1,0,1,0,1,0,0,894,167,-2595,-2215,-303,1398,200,Sion,Shaco,Teemo,Aphelios,Sejuani,Malphite,JarvanIV,XinZhao,Samira,Renata
1,0,0,0,0,0,0,0,0,0,-1464,2553,94,1339,807,1999,200,TahmKench,LeeSin,Malphite,Twitch,Xerath,Gangplank,Rammus,Yasuo,Jinx,Zyra
0,1,1,0,0,0,0,1,0,0,2906,455,893,1150,964,969,100,Sett,Kindred,Pyke,Sivir,Blitzcrank,Nasus,Graves,Ekko,Zeri,Senna
1,0,0,1,1,0,0,0,0,1,-2309,-2221,-1068,419,1019,1978,100,Karma,Khazix,Viktor,Tristana,Zyra,Riven,Graves,Akali,Jhin,Blitzcrank
2,0,1,0,0,0,0,1,0,0,1873,1821,-1725,1059,1277,1350,100,Aatrox,LeeSin,Ekko,Kaisa,Zyra,Riven,Diana,Yasuo,Draven,Renata
1,1,0,1,0,1,0,0,0,0,-215,-2567,-722,-472,-753,1885,100,TwistedFate,Vi,Corki,Ezreal,Veigar,Ornn,Nocturne,Yone,Ziggs,Leona
2,0,0,1,0,0,0,0,0,1,288,-786,-150,851,1557,2088,200,Aatrox,LeeSin,Viktor,Ezreal,Velkoz,Camille,MasterYi,Syndra,Jhin,Yuumi
0,1,1,0,0,0,1,0,0,0,-2114,-663,38,-1393,-757,2010,200,Urgot,Gwen,Yasuo,Caitlyn,Lux,Darius,Qiyana,Zed,Jinx,Zyra
1,0,0,0,0,0,1,0,0,0,-724,-1520,-2565,1177,-486,1568,200,Tryndamere,Ivern,Veigar,Lucian,Senna,Malphite,Ekko,Yasuo,Ezreal,Lux
0,1,1,0,0,0,0,1,0,0,640,1297,402,-2274,-711,1864,200,Tryndamere,Diana,Ziggs,Zeri,Morgana,Riven,Poppy,Garen,Jinx,Zyra
0,1,0,1,0,0,1,0,0,0,1092,838,-2486,-1949,-3115,1854,200,Nasus,Vi,Xerath,Ezreal,Zyra,Maokai,Mordekaiser,Yone,Ashe,Pyke
0,2,0,1,1,1,0,0,0,0,-2328,-474,-2512,500,-212,1315,200,Gwen,MasterYi,Yone,Sion,Lulu,Sett,RekSai,Viktor,Jinx,Janna
1,0,0,1,0,0,0,0,0,0,-263,-625,-958,1419,501,1749,100,Yorick,Zac,Katarina,Vayne,Sona,Shen,Shaco,Lux,Jinx,Lulu
1,0,1,0,0,0,0,0,1,0,-629,-105,422,237,2033,1865,200,Mordekaiser,FiddleSticks,Zed,Jhin,Pyke,Garen,Shyvana,Kaisa,Twitch,TahmKench
0,1,1,0,0,0,1,0,0,0,418,-1266,-755,-585,-1734,1601,200,Kayle,Zac,Sylas,Samira,Rakan,Yone,Hecarim,Veigar,Ezreal,Brand
0,1,0,1,2,0,0,0,0,0,299,-2465,-557,-1997,-899,2038,200,Ashe,Rammus,Irelia,Aphelios,Sona,Riven,Graves,Yasuo,Ezreal,Pyke
0,2,0,0,0,0,1,0,0,0,-77,-40,775,-1271,-1255,1523,200,Gangplank,Zed,Ahri,Jhin,Soraka,Shyvana,Rumble,Irelia,Ezreal,Sona
0,1,0,1,0,0,0,1,0,0,2869,115,757,-815,-141,2042,200,Illaoi,Hecarim,Vex,Jinx,Karma,Irelia,JarvanIV,Ahri,Kaisa,Lulu
1,0,1,0,0,0,0,0,0,1,-152,626,244,2091,1769,1491,100,Garen,LeeSin,Akali,Aphelios,Veigar,Vladimir,Poppy,Akshan,Kaisa,Twitch
2,0,1,0,0,0,0,0,0,0,-1322,302,-248,-600,665,1396,200,Kayle,LeeSin,Lux,KogMaw,Velkoz,Ornn,Kayn,Karma,Twitch,Sejuani
0,2,0,1,2,0,0,0,0,0,-2056,-3167,-1858,-420,-914,1310,200,Kayle,FiddleSticks,Yone,Samira,Yuumi,Jax,Shaco,Vex,Jhin,Nautilus
2,0,0,0,0,0,0,0,0,0,-193,-348,612,1221,1783,1668,100,Kayle,Rammus,Pantheon,Samira,Swain,Sion,FiddleSticks,Lucian,MissFortune,Shaco
